,Fecha,Accion,Abierto,Maximo,Minimo,Cierre,Volumen
0,2021-11-08,BBVA.MC,6.00600004196167,6.089000225067139,5.994999885559082,6.020999908447266,17911959
1,2021-11-08,TEF.MC,3.7760000228881836,3.7929999828338623,3.746999979019165,3.759500026702881,12576750
2,2021-11-08,SAN.MC,3.2780001163482666,3.299999952316284,3.23799991607666,3.23799991607666,68981985
